merged_file,original_id,segment_files
304_14.wav,304,"304_AUDIO_66.wav,304_AUDIO_67.wav,304_AUDIO_68.wav,304_AUDIO_69.wav,304_AUDIO_70.wav"
304_15.wav,304,"304_AUDIO_71.wav,304_AUDIO_72.wav,304_AUDIO_73.wav,304_AUDIO_74.wav,304_AUDIO_75.wav"
304_16.wav,304,"304_AUDIO_76.wav,304_AUDIO_77.wav,304_AUDIO_78.wav,304_AUDIO_79.wav,304_AUDIO_80.wav"
304_17.wav,304,"304_AUDIO_81.wav,304_AUDIO_82.wav,304_AUDIO_83.wav,304_AUDIO_84.wav,304_AUDIO_85.wav"
304_18.wav,304,"304_AUDIO_86.wav,304_AUDIO_87.wav,304_AUDIO_88.wav,304_AUDIO_89.wav,304_AUDIO_90.wav"
304_19.wav,304,"304_AUDIO_91.wav,304_AUDIO_92.wav,304_AUDIO_93.wav,304_AUDIO_94.wav,304_AUDIO_95.wav"
304_20.wav,304,"304_AUDIO_96.wav,304_AUDIO_97.wav,304_AUDIO_98.wav,304_AUDIO_99.wav,304_AUDIO_100.wav"
304_21.wav,304,"304_AUDIO_101.wav,304_AUDIO_102.wav,304_AUDIO_103.wav,304_AUDIO_104.wav"
318_1.wav,318,"318_AUDIO_1.wav,318_AUDIO_2.wav,318_AUDIO_3.wav,318_AUDIO_4.wav,318_AUDIO_5.wav"
318_2.wav,318,"318_AUDIO_6.wav,318_AUDIO_7.wav,318_AUDIO_8.wav,318_AUDIO_9.wav,318_AUDIO_10.wav"
318_3.wav,318,"318_AUDIO_11.wav,318_AUDIO_12.wav,318_AUDIO_13.wav,318_AUDIO_14.wav,318_AUDIO_15.wav"
318_4.wav,318,"318_AUDIO_16.wav,318_AUDIO_17.wav,318_AUDIO_18.wav,318_AUDIO_19.wav,318_AUDIO_20.wav"
318_5.wav,318,"318_AUDIO_21.wav,318_AUDIO_22.wav,318_AUDIO_23.wav,318_AUDIO_24.wav,318_AUDIO_25.wav"
318_6.wav,318,"318_AUDIO_26.wav,318_AUDIO_27.wav,318_AUDIO_28.wav,318_AUDIO_29.wav,318_AUDIO_30.wav"
318_7.wav,318,"318_AUDIO_31.wav,318_AUDIO_32.wav,318_AUDIO_33.wav,318_AUDIO_34.wav,318_AUDIO_35.wav"
318_8.wav,318,"318_AUDIO_36.wav,318_AUDIO_37.wav,318_AUDIO_38.wav,318_AUDIO_39.wav,318_AUDIO_40.wav"
318_9.wav,318,"318_AUDIO_41.wav,318_AUDIO_42.wav,318_AUDIO_43.wav,318_AUDIO_44.wav,318_AUDIO_45.wav"
318_10.wav,318,"318_AUDIO_46.wav,318_AUDIO_47.wav,318_AUDIO_48.wav,318_AUDIO_49.wav,318_AUDIO_50.wav"
318_11.wav,318,"318_AUDIO_51.wav,318_AUDIO_52.wav,318_AUDIO_53.wav,318_AUDIO_54.wav,318_AUDIO_55.wav"
318_12.wav,318,"318_AUDIO_56.wav,318_AUDIO_57.wav,318_AUDIO_58.wav,318_AUDIO_59.wav,318_AUDIO_60.wav"
318_13.wav,318,"318_AUDIO_61.wav,318_AUDIO_62.wav,318_AUDIO_63.wav,318_AUDIO_64.wav,318_AUDIO_65.wav"
318_14.wav,318,"318_AUDIO_66.wav,318_AUDIO_67.wav,318_AUDIO_68.wav"
319_1.wav,319,"319_AUDIO_1.wav,319_AUDIO_2.wav,319_AUDIO_3.wav,319_AUDIO_4.wav,319_AUDIO_5.wav"
319_2.wav,319,"319_AUDIO_6.wav,319_AUDIO_7.wav,319_AUDIO_8.wav,319_AUDIO_9.wav,319_AUDIO_10.wav"
319_3.wav,319,"319_AUDIO_11.wav,319_AUDIO_12.wav,319_AUDIO_13.wav,319_AUDIO_14.wav,319_AUDIO_15.wav"
319_4.wav,319,"319_AUDIO_16.wav,319_AUDIO_17.wav,319_AUDIO_18.wav,319_AUDIO_19.wav,319_AUDIO_20.wav"
319_5.wav,319,"319_AUDIO_21.wav,319_AUDIO_22.wav,319_AUDIO_23.wav,319_AUDIO_24.wav,319_AUDIO_25.wav"
319_6.wav,319,"319_AUDIO_26.wav,319_AUDIO_27.wav,319_AUDIO_28.wav,319_AUDIO_29.wav,319_AUDIO_30.wav"
319_7.wav,319,"319_AUDIO_31.wav,319_AUDIO_32.wav,319_AUDIO_33.wav,319_AUDIO_34.wav,319_AUDIO_35.wav"
319_8.wav,319,"319_AUDIO_36.wav,319_AUDIO_37.wav,319_AUDIO_38.wav,319_AUDIO_39.wav,319_AUDIO_40.wav"
319_9.wav,319,"319_AUDIO_41.wav,319_AUDIO_42.wav,319_AUDIO_43.wav,319_AUDIO_44.wav,319_AUDIO_45.wav"
319_10.wav,319,"319_AUDIO_46.wav,319_AUDIO_47.wav,319_AUDIO_48.wav,319_AUDIO_49.wav,319_AUDIO_50.wav"
319_11.wav,319,"319_AUDIO_51.wav,319_AUDIO_52.wav,319_AUDIO_53.wav,319_AUDIO_54.wav,319_AUDIO_55.wav"
319_12.wav,319,"319_AUDIO_56.wav,319_AUDIO_57.wav,319_AUDIO_58.wav,319_AUDIO_59.wav,319_AUDIO_60.wav"
319_13.wav,319,"319_AUDIO_61.wav,319_AUDIO_62.wav,319_AUDIO_63.wav,319_AUDIO_64.wav,319_AUDIO_65.wav"
319_14.wav,319,"319_AUDIO_66.wav,319_AUDIO_67.wav,319_AUDIO_68.wav,319_AUDIO_69.wav,319_AUDIO_70.wav"
319_15.wav,319,"319_AUDIO_71.wav,319_AUDIO_72.wav,319_AUDIO_73.wav,319_AUDIO_74.wav,319_AUDIO_75.wav"
319_16.wav,319,"319_AUDIO_76.wav,319_AUDIO_77.wav,319_AUDIO_78.wav,319_AUDIO_79.wav,319_AUDIO_80.wav"
319_17.wav,319,"319_AUDIO_81.wav,319_AUDIO_82.wav,319_AUDIO_83.wav,319_AUDIO_84.wav,319_AUDIO_85.wav"
319_18.wav,319,"319_AUDIO_86.wav,319_AUDIO_87.wav,319_AUDIO_88.wav,319_AUDIO_89.wav,319_AUDIO_90.wav"
319_19.wav,319,"319_AUDIO_91.wav,319_AUDIO_92.wav,319_AUDIO_93.wav,319_AUDIO_94.wav,319_AUDIO_95.wav"
319_20.wav,319,"319_AUDIO_96.wav,319_AUDIO_97.wav,319_AUDIO_98.wav,319_AUDIO_99.wav,319_AUDIO_100.wav"
319_21.wav,319,"319_AUDIO_101.wav,319_AUDIO_102.wav,319_AUDIO_103.wav,319_AUDIO_104.wav,319_AUDIO_105.wav"
319_22.wav,319,"319_AUDIO_106.wav,319_AUDIO_107.wav"
321_1.wav,321,"321_AUDIO_1.wav,321_AUDIO_2.wav,321_AUDIO_3.wav,321_AUDIO_4.wav,321_AUDIO_5.wav"
321_2.wav,321,"321_AUDIO_6.wav,321_AUDIO_7.wav,321_AUDIO_8.wav,321_AUDIO_9.wav,321_AUDIO_10.wav"
321_3.wav,321,"321_AUDIO_11.wav,321_AUDIO_12.wav,321_AUDIO_13.wav,321_AUDIO_14.wav,321_AUDIO_15.wav"
321_4.wav,321,"321_AUDIO_16.wav,321_AUDIO_17.wav,321_AUDIO_18.wav,321_AUDIO_19.wav,321_AUDIO_20.wav"
321_5.wav,321,"321_AUDIO_21.wav,321_AUDIO_22.wav,321_AUDIO_23.wav,321_AUDIO_24.wav,321_AUDIO_25.wav"
321_6.wav,321,"321_AUDIO_26.wav,321_AUDIO_27.wav,321_AUDIO_28.wav,321_AUDIO_29.wav,321_AUDIO_30.wav"
321_7.wav,321,"321_AUDIO_31.wav,321_AUDIO_32.wav,321_AUDIO_33.wav,321_AUDIO_34.wav,321_AUDIO_35.wav"
321_8.wav,321,"321_AUDIO_36.wav,321_AUDIO_37.wav,321_AUDIO_38.wav,321_AUDIO_39.wav,321_AUDIO_40.wav"
321_9.wav,321,"321_AUDIO_41.wav,321_AUDIO_42.wav,321_AUDIO_43.wav,321_AUDIO_44.wav,321_AUDIO_45.wav"
321_10.wav,321,"321_AUDIO_46.wav,321_AUDIO_47.wav,321_AUDIO_48.wav,321_AUDIO_49.wav,321_AUDIO_50.wav"
321_11.wav,321,"321_AUDIO_51.wav,321_AUDIO_52.wav,321_AUDIO_53.wav,321_AUDIO_54.wav,321_AUDIO_55.wav"
321_12.wav,321,"321_AUDIO_56.wav,321_AUDIO_57.wav,321_AUDIO_58.wav,321_AUDIO_59.wav,321_AUDIO_60.wav"
321_13.wav,321,"321_AUDIO_61.wav,321_AUDIO_62.wav,321_AUDIO_63.wav,321_AUDIO_64.wav,321_AUDIO_65.wav"
321_14.wav,321,"321_AUDIO_66.wav,321_AUDIO_67.wav,321_AUDIO_68.wav,321_AUDIO_69.wav,321_AUDIO_70.wav"
321_15.wav,321,"321_AUDIO_71.wav,321_AUDIO_72.wav,321_AUDIO_73.wav,321_AUDIO_74.wav,321_AUDIO_75.wav"
321_16.wav,321,"321_AUDIO_76.wav,321_AUDIO_77.wav,321_AUDIO_78.wav,321_AUDIO_79.wav,321_AUDIO_80.wav"
321_17.wav,321,"321_AUDIO_81.wav,321_AUDIO_82.wav,321_AUDIO_83.wav,321_AUDIO_84.wav,321_AUDIO_85.wav"
321_18.wav,321,"321_AUDIO_86.wav,321_AUDIO_87.wav,321_AUDIO_88.wav,321_AUDIO_89.wav,321_AUDIO_90.wav"
321_19.wav,321,"321_AUDIO_91.wav,321_AUDIO_92.wav,321_AUDIO_93.wav,321_AUDIO_94.wav,321_AUDIO_95.wav"
321_20.wav,321,"321_AUDIO_96.wav,321_AUDIO_97.wav,321_AUDIO_98.wav,321_AUDIO_99.wav,321_AUDIO_100.wav"
321_21.wav,321,"321_AUDIO_101.wav,321_AUDIO_102.wav,321_AUDIO_103.wav,321_AUDIO_104.wav,321_AUDIO_105.wav"
321_22.wav,321,"321_AUDIO_106.wav,321_AUDIO_107.wav,321_AUDIO_108.wav,321_AUDIO_109.wav,321_AUDIO_110.wav"
321_23.wav,321,"321_AUDIO_111.wav,321_AUDIO_112.wav,321_AUDIO_113.wav,321_AUDIO_114.wav,321_AUDIO_115.wav"
321_24.wav,321,"321_AUDIO_116.wav,321_AUDIO_117.wav,321_AUDIO_118.wav,321_AUDIO_119.wav,321_AUDIO_120.wav"
321_25.wav,321,"321_AUDIO_121.wav,321_AUDIO_122.wav"
339_1.wav,339,"339_AUDIO_1.wav,339_AUDIO_2.wav,339_AUDIO_3.wav,339_AUDIO_4.wav,339_AUDIO_5.wav"
339_2.wav,339,"339_AUDIO_6.wav,339_AUDIO_7.wav,339_AUDIO_8.wav,339_AUDIO_9.wav,339_AUDIO_10.wav"
339_3.wav,339,"339_AUDIO_11.wav,339_AUDIO_12.wav,339_AUDIO_13.wav,339_AUDIO_14.wav,339_AUDIO_15.wav"
339_4.wav,339,"339_AUDIO_16.wav,339_AUDIO_17.wav,339_AUDIO_18.wav,339_AUDIO_19.wav,339_AUDIO_20.wav"
339_5.wav,339,"339_AUDIO_21.wav,339_AUDIO_22.wav,339_AUDIO_23.wav,339_AUDIO_24.wav,339_AUDIO_25.wav"
339_6.wav,339,"339_AUDIO_26.wav,339_AUDIO_27.wav,339_AUDIO_28.wav,339_AUDIO_29.wav,339_AUDIO_30.wav"
339_7.wav,339,"339_AUDIO_31.wav,339_AUDIO_32.wav,339_AUDIO_33.wav,339_AUDIO_34.wav,339_AUDIO_35.wav"
339_8.wav,339,"339_AUDIO_36.wav,339_AUDIO_37.wav,339_AUDIO_38.wav,339_AUDIO_39.wav,339_AUDIO_40.wav"
339_9.wav,339,"339_AUDIO_41.wav,339_AUDIO_42.wav,339_AUDIO_43.wav,339_AUDIO_44.wav,339_AUDIO_45.wav"
339_10.wav,339,"339_AUDIO_46.wav,339_AUDIO_47.wav,339_AUDIO_48.wav,339_AUDIO_49.wav,339_AUDIO_50.wav"
339_11.wav,339,"339_AUDIO_51.wav,339_AUDIO_52.wav,339_AUDIO_53.wav,339_AUDIO_54.wav,339_AUDIO_55.wav"
339_12.wav,339,"339_AUDIO_56.wav,339_AUDIO_57.wav,339_AUDIO_58.wav,339_AUDIO_59.wav,339_AUDIO_60.wav"
339_13.wav,339,"339_AUDIO_61.wav,339_AUDIO_62.wav,339_AUDIO_63.wav,339_AUDIO_64.wav,339_AUDIO_65.wav"
339_14.wav,339,"339_AUDIO_66.wav,339_AUDIO_67.wav,339_AUDIO_68.wav,339_AUDIO_69.wav,339_AUDIO_70.wav"
339_15.wav,339,"339_AUDIO_71.wav,339_AUDIO_72.wav,339_AUDIO_73.wav,339_AUDIO_74.wav,339_AUDIO_75.wav"
339_16.wav,339,"339_AUDIO_76.wav,339_AUDIO_77.wav,339_AUDIO_78.wav,339_AUDIO_79.wav,339_AUDIO_80.wav"
339_17.wav,339,"339_AUDIO_81.wav,339_AUDIO_82.wav,339_AUDIO_83.wav,339_AUDIO_84.wav,339_AUDIO_85.wav"
339_18.wav,339,"339_AUDIO_86.wav,339_AUDIO_87.wav,339_AUDIO_88.wav,339_AUDIO_89.wav,339_AUDIO_90.wav"
339_19.wav,339,"339_AUDIO_91.wav,339_AUDIO_92.wav,339_AUDIO_93.wav,339_AUDIO_94.wav,339_AUDIO_95.wav"
339_20.wav,339,"339_AUDIO_96.wav,339_AUDIO_97.wav,339_AUDIO_98.wav,339_AUDIO_99.wav,339_AUDIO_100.wav"
339_21.wav,339,"339_AUDIO_101.wav,339_AUDIO_102.wav,339_AUDIO_103.wav,339_AUDIO_104.wav,339_AUDIO_105.wav"
339_22.wav,339,"339_AUDIO_106.wav,339_AUDIO_107.wav,339_AUDIO_108.wav,339_AUDIO_109.wav,339_AUDIO_110.wav"
339_23.wav,339,"339_AUDIO_111.wav,339_AUDIO_112.wav,339_AUDIO_113.wav,339_AUDIO_114.wav,339_AUDIO_115.wav"
339_24.wav,339,"339_AUDIO_116.wav,339_AUDIO_117.wav,339_AUDIO_118.wav,339_AUDIO_119.wav,339_AUDIO_120.wav"
339_25.wav,339,"339_AUDIO_121.wav,339_AUDIO_122.wav,339_AUDIO_123.wav,339_AUDIO_124.wav,339_AUDIO_125.wav"
339_26.wav,339,"339_AUDIO_126.wav,339_AUDIO_127.wav,339_AUDIO_128.wav,339_AUDIO_129.wav,339_AUDIO_130.wav"
339_27.wav,339,"339_AUDIO_131.wav,339_AUDIO_132.wav,339_AUDIO_133.wav,339_AUDIO_134.wav,339_AUDIO_135.wav"
339_28.wav,339,"339_AUDIO_136.wav,339_AUDIO_137.wav,339_AUDIO_138.wav"
360_1.wav,360,"360_AUDIO_1.wav,360_AUDIO_2.wav,360_AUDIO_3.wav,360_AUDIO_4.wav,360_AUDIO_5.wav"
360_2.wav,360,"360_AUDIO_6.wav,360_AUDIO_7.wav,360_AUDIO_8.wav,360_AUDIO_9.wav,360_AUDIO_10.wav"
360_3.wav,360,"360_AUDIO_11.wav,360_AUDIO_12.wav,360_AUDIO_13.wav,360_AUDIO_14.wav,360_AUDIO_15.wav"
360_4.wav,360,"360_AUDIO_16.wav,360_AUDIO_17.wav,360_AUDIO_18.wav,360_AUDIO_19.wav,360_AUDIO_20.wav"
360_5.wav,360,"360_AUDIO_21.wav,360_AUDIO_22.wav,360_AUDIO_23.wav,360_AUDIO_24.wav,360_AUDIO_25.wav"
360_6.wav,360,"360_AUDIO_26.wav,360_AUDIO_27.wav,360_AUDIO_28.wav,360_AUDIO_29.wav,360_AUDIO_30.wav"
360_7.wav,360,"360_AUDIO_31.wav,360_AUDIO_32.wav,360_AUDIO_33.wav,360_AUDIO_34.wav,360_AUDIO_35.wav"
360_8.wav,360,"360_AUDIO_36.wav,360_AUDIO_37.wav,360_AUDIO_38.wav,360_AUDIO_39.wav,360_AUDIO_40.wav"
360_9.wav,360,"360_AUDIO_41.wav,360_AUDIO_42.wav"
